"title","year","homepage","popularity","romance","horror","action","comedy","fantasy","non-fiction","type"
"Gentlemen Broncos","2009","http://www.gentlemenbroncos.com/","6.2","0","0","1","1","0","0","M"
"The Secret","2016","","0","0","0","0","0","1","0","M"
"The Negotiator","1998","","6.8","0","1","1","0","1","0","M"
"Red Tails","2012","http://www.redtails2012.com/","5.9","0","0","1","0","1","1","M"
"Cheap Thrills","2013","","6.3","0","1","0","1","1","0","M"
"The Proposition","2005","","7.1","0","1","1","0","1","0","M"
"Charlie's Angels","2000","","5.6","0","1","1","1","0","0","M"
"#Horror","2015","http://www.hashtaghorror.com/","3.3","0","1","1","0","1","0","M"
"The Poker House","2008","","6.1","0","0","0","0","1","0","M"
"The Man with the Golden Gun","1974","http://www.mgm.com/view/movie/1213/The-Man-with-the-Golden-Gun/","6.3","0","0","1","0","0","0","M"
"No Good Deed","2014","http://www.sonypictures.com/movies/nogooddeed/","5.6","0","1","1","0","0","0","M"
"Monster-in-Law","2005","","5.6","1","0","0","1","0","0","M"
"Julia","1977","","6.3","0","0","0","0","1","0","M"
"Inside Llewyn Davis","2013","http://www.cbsfilms.com/inside-llewyn-davis/","7.2","0","0","0","0","1","1","M"
"Secondhand Lions","2003","http://www.newline.com/properties/secondhandlions.html","6.9","0","0","0","1","1","0","M"
"Lawrence of Arabia","2062","","7.8","0","0","1","0","1","1","M"
"Killer Elite","2011","","6.1","0","0","1","0","0","0","M"
"MacGruber","2010","http://iamrogue.com/macgruber/","5.1","0","0","1","1","0","0","M"
"The Prince","2014","","4.6","0","0","1","0","0","0","M"
"The Back-Up Plan","2010","http://www.theback-upplan.com/","5.7","1","0","0","1","0","0","M"
"Caddyshack","1980","","6.6","0","0","0","1","0","0","M"
"The Last Exorcism Part II","2013","","4.4","0","1","1","0","0","0","M"
"The Raven","2012","","6.1","0","1","1","0","0","0","M"
"The Blade of Don Juan","2013","","0","0","0","0","1","1","0","M"
"Locker 13","2014","http://www.locker13.com/","6.8","0","1","1","0","1","0","M"
"Desert Blue","1999","","5.5","0","0","0","1","1","0","M"
"Tales from the Crypt: Demon Knight","1995","","6.7","0","1","1","1","0","0","M"
"Out of the Dark","2014","","4.6","0","1","1","0","0","0","M"
"Twixt","2011","http://www.twixtmovie.com/","5","0","1","1","0","0","0","M"
"Mortal Kombat","1995","","5.4","0","0","1","0","1","0","M"
"Flubber","1997","","5.3","0","0","0","1","1","0","M"
"All The Queen's Men","2001","","6.1","0","0","1","1","1","1","M"
"Imagine Me & You","2005","http://www.foxsearchlight.com/imaginemeandyou/","7","1","0","0","1","1","0","M"
"April Fool's Day","1986","","5.8","0","1","0","0","0","0","M"
"Chain Reaction","1996","","5.3","0","0","1","0","1","0","M"
"2 Fast 2 Furious","2003","","6.2","0","1","1","0","0","0","M"
"Ace Ventura: When Nature Calls","1995","","6.1","0","1","1","1","0","0","M"
"The Fall of the Roman Empire","2064","","6","0","0","0","0","1","1","M"
"Center Stage","2000","","6.8","0","0","0","0","1","1","M"
"Eyes Wide Shut","1999","http://eyeswideshut.warnerbros.com/","7.1","0","1","0","0","1","0","M"
"Wing Commander","1999","","4","0","0","1","0","1","0","M"
"Oscar and Lucinda","1997","","6.2","1","0","0","0","1","0","M"
"New York Stories","1989","","6.2","1","0","0","1","1","0","M"
"Anywhere But Here","1999","http://www.foxmovies.com/anywherebuthere/","5.9","1","0","0","1","1","0","M"
"Men in Black II","2002","http://www.sonypictures.com/homevideo/meninblackii/","6","0","0","1","1","1","0","M"
"Summer Storm","2004","http://www.sommersturm.de/main.html","6.7","0","0","0","1","1","0","M"
"No End in Sight","2007","http://www.noendinsightmovie.com","7.2","0","0","0","0","0","1","M"
"City Hall","1996","","6","0","0","1","0","1","0","M"
"On Her Majesty's Secret Service","1969","http://www.mgm.com/view/movie/1411/On-Her-Majesty%E2%80%99s-Secret-Service/","6.5","0","0","1","0","0","0","M"
"5 Days of War","2011","","5.8","0","0","0","0","1","1","M"
"The Diving Bell and the Butterfly","2007","","7.4","0","0","0","0","1","0","M"
"42nd Street","2033","","6.1","1","0","0","1","0","1","M"
"The Adventures of Pinocchio","1996","","5","0","0","0","1","1","0","M"
"State Fair","2045","","6.2","1","0","0","0","0","1","M"
"Snow Falling on Cedars","1999","","6.3","1","0","0","0","1","0","M"
"Miss Julie","2014","","5.9","0","0","0","0","1","0","M"
"Dutch Kills","2015","","0","0","1","1","0","1","0","M"
"Punisher: War Zone","2008","http://punisherwarzonemovie.com","5.6","0","1","1","0","0","0","M"
"Crank: High Voltage","2009","http://www.crank2.com/","5.9","0","1","1","0","0","0","M"
"The Swindle","1997","","6.4","0","1","1","1","0","0","M"
"Johnny English Reborn","2011","http://www.johnnyenglishreborn.com/","6","0","1","1","1","0","0","M"
"The Aviator","2004","","7","0","0","0","0","1","0","M"
"2 Guns","2013","http://www.2guns.net/","6.6","0","1","1","1","0","0","M"
"Becoming Jane","2007","http://becomingjane-themovie.com/","6.9","1","0","0","0","1","0","M"
"The Bubble","2006","","7.6","1","0","0","0","1","0","M"
"Metropolitan","1990","","7","0","0","0","1","1","0","M"
"Diner","1982","","6.9","0","0","0","1","1","0","M"
"Foodfight!","2012","http://www.thresholdanimationstudios.com/video.php?id=foodfight","2.3","0","0","1","1","0","0","M"
"Halloween II","2009","http://www.halloween2-movie.com/","5.1","0","1","0","0","0","0","M"
"City of Ghosts","2002","","5.4","0","0","1","0","0","0","M"
"The Greatest Game Ever Played","2005","","6.9","0","0","0","0","1","0","M"
"Once Upon a Time in Mexico","2003","","6.2","0","0","1","0","0","0","M"
"Kingdom of the Spiders","1977","","5.7","0","1","0","0","1","0","M"
"Divine Secrets of the Ya-Ya Sisterhood","2002","","5.6","1","0","0","1","1","0","M"
"The Brothers","2001","","6.5","1","0","0","1","1","0","M"
"Tango","1998","","6.8","1","0","0","0","1","0","M"
"Timber Falls","2007","","5.2","0","1","1","0","0","0","M"
"Saints and Soldiers","2003","","6.6","0","0","1","0","1","1","M"
"Dirty Pretty Things","2002","","6.8","0","1","1","0","1","0","M"
"The Libertine","2004","","5.9","1","0","0","0","1","0","M"
"Action Jackson","1988","","4.9","0","1","1","1","1","0","M"
"Enemy at the Gates","2001","","7.2","0","0","0","0","0","1","M"
"Inescapable","2012","","5.2","1","0","1","0","0","0","M"
"The Good Night","2007","","5.7","1","0","0","1","1","1","M"
"Double Jeopardy","1999","","6.2","0","1","1","0","1","0","M"
"Fort McCoy","2014","","6.3","0","0","0","0","1","1","M"
"White Chicks","2004","","6.3","0","0","0","1","0","0","M"
"Sydney White","2007","","6","0","0","0","1","0","0","M"
"Wind Walkers","2016","","7.5","0","1","1","0","0","0","M"
"Somewhere in Time","1980","","7.2","1","0","0","0","1","0","M"
"Max Keeble's Big Move","2001","","5.4","0","0","0","1","1","0","M"
"The Bank Job","2008","http://thebankjobmovie.com/","6.6","0","1","1","0","1","0","M"
"Rollerball","2002","","3.4","0","0","1","0","1","0","M"
"Shark Lake","2015","http://www.screenmedia.net/project/shark-lake/","4.4","0","0","1","0","0","0","M"
"The Devil's Advocate","1997","","7.2","0","1","1","0","1","0","M"
"Space Dogs","2010","","6.3","0","0","0","1","0","0","M"
"Midnight Cabaret","1990","","0","0","1","0","0","0","0","M"
"Indie Game: The Movie","2012","http://www.indiegamethemovie.com","7.4","0","0","0","0","0","1","M"
"Step Up 3D","2010","http://stepupmovie.com/","6.6","1","0","0","0","1","0","M"
"New Nightmare","1994","","6.4","0","1","1","0","1","0","M"
"The Crew","2000","","6.4","0","0","1","1","0","0","M"
"Rosewater","2014","","6.5","0","0","0","0","1","0","M"
"Street Fighter: The Legend of Chun-Li","2009","","3.9","0","0","1","0","1","0","M"
"Surfer, Dude","2008","http://www.surferdudethemovie.com/","4.7","0","0","0","1","0","0","M"
"The Lawnmower Man","1992","","5.4","0","1","1","0","1","0","M"
"The Business of Fancydancing","2002","","8","0","0","0","0","1","1","M"
"The Little Prince","2015","http://www.thelittleprincemovie.com/","7.6","0","0","1","1","1","0","M"
"Love the Coopers","2015","http://www.cbsfilms.com/love-the-coopers/","5.4","0","0","0","1","0","0","M"
"ZMD: Zombies of Mass Destruction","2009","http://www.zmdthemovie.com/","4.7","0","1","0","0","0","0","M"
"The Bridge on the River Kwai","2057","","7.7","0","0","0","0","1","1","M"
"The Princess Diaries","2001","","6.5","1","0","0","1","0","0","M"
"In Dreams","1999","","5.4","0","0","1","0","1","0","M"
"2:13","2009","","4.6","0","1","1","0","0","0","M"
"Little Children","2006","http://www.littlechildrenmovie.com","6.9","1","0","0","0","1","0","M"
"Zoom","2006","","4.9","0","0","0","1","1","0","M"
"Nothing to Lose","1997","","6.3","0","0","1","1","0","0","M"
"Dry Spell","2013","https://www.facebook.com/DrySpellMovie","6","1","0","0","1","0","0","M"
"Into the Storm","2014","","5.8","0","0","1","0","0","0","M"
"Barney's Great Adventure","1998","","2.9","0","0","0","0","0","0","M"
"The Funeral","1996","","7.3","0","1","0","0","1","0","M"
"Decoys","2004","","4.7","0","1","1","0","1","0","M"
"Showgirls","1995","","4.9","0","0","0","0","1","0","M"
"X-Men: First Class","2011","http://www.x-menfirstclassmovie.com/","7.1","0","0","1","0","1","0","M"
"Gulliver's Travels","2010","","4.9","0","0","0","1","0","0","M"
"O","2001","","5.8","1","0","1","0","1","0","M"
"Do You Believe?","2015","","6.6","0","0","0","0","1","0","M"
"Sgt. Bilko","1996","","5.5","0","0","0","1","0","0","M"
"My All American","2015","http://www.myallamerican.com/","6.8","0","0","0","0","1","0","M"
"The Snow Queen","2012","","5.1","0","0","0","1","1","0","M"
"Stigmata","1999","","6","0","1","0","0","0","0","M"
"Something Borrowed","2011","http://somethingborrowedmovie.warnerbros.com/","5.9","1","0","0","1","1","0","M"
"The Haunting","1999","","5.2","0","1","1","0","1","0","M"
"Welcome to Mooseport","2004","","4.8","0","0","0","1","0","0","M"
"Crocodile Dundee","1986","","6.3","0","0","1","1","0","0","M"
"Cats & Dogs","2001","http://catsanddogsmovie.warnerbros.com/cmp/main.html","5","0","0","0","1","0","0","M"
"The Rite","2011","http://whatdoyoubelieve.warnerbros.com/","5.8","0","1","1","0","1","0","M"
"Grand Theft Parsons","2003","","6","0","1","1","1","1","0","M"
"The Diary of a Teenage Girl","2015","","6.8","1","0","0","0","1","0","M"
"Duplicity","2009","http://www.universalstudiosentertainment.com/duplicity/","5.7","1","1","0","1","0","0","M"
"Robin Hood: Prince of Thieves","1991","","6.6","0","0","1","0","0","0","M"
"The Fan","1996","","5.7","0","1","1","0","1","0","M"
"Bullets Over Broadway","1994","","7","0","0","1","1","0","0","M"
"Obvious Child","2014","","6.7","1","0","0","1","0","0","M"
"Richard III","1995","","6.9","0","0","0","0","1","1","M"
"Snow White and the Seven Dwarfs","2037","http://movies.disney.com/snow-white-and-the-seven-dwarfs","6.9","0","0","0","1","1","0","M"
"Ultramarines: A Warhammer 40,000 Movie","2010","http://ultramarinesthemovie.com/","5.2","0","0","0","1","1","0","M"
"Frozen River","2008","","6.7","0","0","0","0","1","0","M"
"Eternal Sunshine of the Spotless Mind","2004","http://www.eternalsunshine.com","7.9","1","0","0","0","1","0","M"
"Drive Me Crazy","1999","","5.8","1","0","0","1","1","0","M"
"The Italian Job","2003","http://www.italianjobmovie.com/","6.6","0","1","1","0","0","0","M"
"Dum Maaro Dum","2011","http://www.dummaarodum.com/","5.4","0","1","1","0","1","0","M"
"River's Edge","1986","","6.7","0","1","0","0","1","0","M"
"Rambo: First Blood Part II","1985","","6.3","0","0","1","0","0","1","M"
"The Princess Bride","1987","","7.6","1","0","1","1","1","0","M"
"American Psycho","2000","","7.3","0","1","1","0","1","0","M"
"Madison","2001","","5.3","0","0","1","0","1","0","M"
"Turbulence","1997","","5.2","0","1","1","0","0","0","M"
"Primary Colors","1998","","6.1","0","0","0","1","1","0","M"
"Ishtar","1987","","4.2","0","0","1","1","0","0","M"
"Mystic River","2003","","7.6","0","1","1","0","1","0","M"
"Stranded","2015","","5","0","0","0","0","1","0","M"
"Doc Holliday's Revenge","2014","","3.2","0","0","1","0","0","0","M"
"Demonic","2015","","4.9","0","1","1","0","0","0","M"
"Beyond the Mat","1999","","7.8","0","0","0","0","0","1","M"
"The Beastmaster","1982","","6","0","0","1","0","1","0","M"
"Pet Sematary","1989","","6.4","0","1","0","0","1","0","M"
"Indiana Jones and the Last Crusade","1989","http://www.indianajones.com/crusade","7.6","0","0","1","0","0","0","M"
"Dragon Nest: Warriors' Dawn","2014","","6.8","0","0","1","1","1","0","M"
"Driving Miss Daisy","1989","","7","0","0","0","1","1","0","M"
"Chiamatemi Francesco - Il Papa della gente","2015","","7.3","0","0","0","0","1","0","M"
"Arthur Christmas","2011","http://www.arthurchristmas.com/","6.7","0","0","0","1","1","0","M"
"The Amityville Horror","2005","","6","0","1","1","0","1","0","M"
"Sleep Tight","2011","http://www.mientrasduermeslapelicula.com/","7","0","0","1","0","0","0","M"
"Shrek the Third","2007","http://www.shrekthethird.com/flash/index.html","6","0","0","1","1","1","0","M"
"The Verdict","1982","","7.4","0","0","0","0","1","0","M"
"Who Killed the Electric Car?","2006","http://www.whokilledtheelectriccar.com/","7.2","0","0","0","0","0","1","M"
"Before I Go to Sleep","2014","","6.2","0","1","1","0","0","0","M"
"Captain Corelli's Mandolin","2001","http://movies.uip.de/corellismandoline/","5.5","1","0","0","0","1","1","M"
"Accidental Love","2015","","3.9","1","0","0","1","0","0","M"
"Cotton Comes to Harlem","1970","","6.7","0","0","1","0","0","0","M"
"The Wrestler","2008","http://www.thewrestlermovie.com/","7.3","1","0","0","0","1","0","M"
"Intolerable Cruelty","2003","","5.8","1","1","0","1","0","0","M"
"Brighton Rock","2010","http://brightonrockmovie.com/","5.6","0","1","1","0","1","0","M"
"The Devil's Rejects","2005","http://robzombie.com/movies/the-devils-rejects/","6.6","0","1","0","0","1","0","M"
"Hoodwinked Too! Hood VS. Evil","2011","http://www.hoodwinkedtoomovie.com/","4.8","0","0","0","1","0","0","M"
"The Wild Thornberrys Movie","2002","","5.8","0","0","1","1","0","0","M"
"The Oogieloves in the Big Balloon Adventure","2012","","2.2","0","0","0","0","0","0","M"
"The Past Is a Grotesque Animal","2014","","5.5","0","0","0","0","0","1","M"
"Tae Guk Gi: The Brotherhood of War","2004","","7.4","0","0","1","0","1","1","M"
"A Time to Kill","1996","","7","0","1","1","0","1","0","M"
"Torn Curtain","2066","","6.4","0","1","1","0","0","0","M"
"Braveheart","1995","","7.7","0","0","1","0","1","1","M"
"Breaking Upwards","2009","","5.6","1","0","0","1","0","0","M"
"Kung Fu Jungle","2014","","6.5","0","1","1","0","0","0","M"
"Drumline","2002","","6.2","1","0","0","1","1","1","M"
"The Last Samurai","2003","","7.3","0","0","1","0","1","1","M"
"Compliance","2012","http://www.magpictures.com/compliance/","6.3","0","1","1","0","1","0","M"
"Raise Your Voice","2004","http://www.newline.com/properties/raiseyourvoice.html","6","1","0","0","0","1","1","M"
"Cabin Fever","2016","","4.4","0","1","0","0","0","0","M"
"Blade","1998","http://www.warnerbros.com/blade","6.5","0","1","1","0","0","0","M"
"The Helpers","2012","http://thehelpers-movie.com/","4.1","0","1","0","0","0","0","M"
"Resident Evil: Apocalypse","2004","","6.1","0","1","1","0","1","0","M"
"There's Always Woodstock","2014","","5.4","1","0","0","1","0","1","M"
"The Nativity Story","2006","","6.4","0","0","0","0","1","1","M"
"Red Sky","2014","","4.1","0","0","1","0","0","0","M"
"Awake","2007","","6.3","0","1","1","0","0","0","M"
"Jackass: The Movie","2002","","6.1","0","0","0","1","0","1","M"
"High School Musical 2","2007","http://www.disneychannel.com/highschoolmusical2","6.1","0","0","0","1","1","1","M"
"Meet the Spartans","2008","http://www.meetthespartans.com/","3.7","0","0","0","1","0","0","M"
"The Misfits","2061","","6.8","1","0","1","0","1","0","M"
"Jab Tak Hai Jaan","2012","","7.3","1","0","0","0","1","0","M"
"Anchorman 2: The Legend Continues","2013","","6","0","0","0","1","0","0","M"
"The End of the Affair","1999","","6.6","0","0","0","0","1","0","M"
"Days of Thunder","1990","","5.9","0","0","1","0","0","0","M"
"Dogtown and Z-Boys","2001","http://www.sonypictures.com/classics/dogtown/","7.2","0","0","0","0","0","1","M"
"About a Boy","2002","http://movies.uip.de/aboutaboy/","6.6","1","0","0","1","1","0","M"
"Bridget Jones: The Edge of Reason","2004","","6.1","1","0","0","1","0","0","M"
"Imagine That","2009","http://www.imaginethatmovie.com/","5.7","0","0","0","1","0","0","M"
"WALL????????????????????E","2008","http://disney.go.com/disneypictures/wall-e/","7.8","0","0","0","1","0","0","M"
"Jack Brooks: Monster Slayer","2007","","5.7","0","1","1","1","0","0","M"
"Land of the Lost","2009","","5.3","0","0","1","1","1","0","M"
"Black Rock","2012","","4.9","0","1","1","0","0","0","M"
"Adaptation.","2002","http://www.sonypictures.com/homevideo/adaptation/index.html","7.3","0","1","0","1","1","0","M"
"The Square","2013","http://www.thesquarefilm.com/","7.8","0","0","0","0","1","1","M"
"12 Rounds","2009","http://www.12rounds-movie.com/","5.7","0","0","1","0","1","0","M"
"All Superheroes Must Die","2011","","4.2","0","0","1","0","1","0","M"
"Lords of London","2014","","3.6","0","1","1","0","0","0","M"
"Sideways","2004","http://www.foxsearchlight.com/sideways/","6.9","1","0","0","1","1","0","M"
"Lake Placid","1999","","5.5","0","1","1","1","1","0","M"
"Cheaper by the Dozen","2003","","6","0","0","0","1","0","0","M"
"A Shine of Rainbows","2009","","6.3","0","0","0","0","1","0","M"
"Meet Joe Black","1998","http://www.meetjoeblack.com/","6.9","0","1","0","0","1","0","M"
"Six Days Seven Nights","1998","","5.6","1","0","1","1","0","0","M"
"The Good Girl","2002","","6.1","1","0","0","1","1","0","M"
"My Big Fat Independent Movie","2005","","3","0","0","0","1","0","0","M"
"The Night Listener","2006","","5.5","0","0","1","0","1","0","M"
"The Singles Ward","2002","","7.5","1","0","0","1","1","0","M"
"The Hurricane","1999","","7.2","0","0","0","0","1","0","M"
"Spun","2002","","6.6","0","1","0","1","1","0","M"
"The Legend of the Lone Ranger","1981","","3.7","1","0","1","0","0","0","M"
"Saw V","2008","","5.9","0","1","1","0","0","0","M"
